Producto;Precio;Imagen
Queso crema clásico Casancrem 290 grs;$3.636,75;D:/python/scrapling/imagenes_productos_carrefour\Queso crema clásico Casancrem 290 grs_6.jpg
Queso La Serenísima cremón light pote 280 g.;$3.899,00;D:/python/scrapling/imagenes_productos_carrefour\Queso La Serenísima cremón light pote 28_7.jpg
Queso blanco Tregar light 290 g.;$3.990,00;D:/python/scrapling/imagenes_productos_carrefour\Queso blanco Tregar light 290 g_12.jpg
Queso blanco original La SerenÍsima Clásico 290 grs;$4.015,00;D:/python/scrapling/imagenes_productos_carrefour\Queso blanco original La SerenÍsima Clás_10.jpg
Queso untable Finlandia light pote 290 g.;$5.340,00;D:/python/scrapling/imagenes_productos_carrefour\Queso untable Finlandia light pote 290 g_5.jpg
Queso untable Finlandia pote 290 g.;$5.340,00;D:/python/scrapling/imagenes_productos_carrefour\Queso untable Finlandia pote 290 g_11.jpg
Queso rallado Tregar 120 g.;$5.539,00;D:/python/scrapling/imagenes_productos_carrefour\Queso rallado Tregar 120 g_13.jpg
Queso crema Casancrem clásico 500 grs;$5.648,50;D:/python/scrapling/imagenes_productos_carrefour\Queso crema Casancrem clásico 500 grs_3.jpg
Queso blanco balance Casancrem 500 grs;$5.648,50;D:/python/scrapling/imagenes_productos_carrefour\Queso blanco balance Casancrem 500 grs_8.jpg
La Paulina queso reggianito rallado 150 grs;$5.979,00;D:/python/scrapling/imagenes_productos_carrefour\La Paulina queso reggianito rallado 150 _4.jpg
