Producto;Precio;Imagen
Cerveza rubia Brahma 354 ml;$926,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Brahma 354 ml_14.jpg
Cerveza blanca Quilmes Bajo cero en lata 473 ml;$1.032,67;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Quilmes Bajo cero en lata_4.jpg
Cerveza Honey República Artesanal en lata 473 ml;$1.290,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Honey República Artesanal en lat_11.jpg
Cerveza Amber República Artesanal en lata 473 ml;$1.290,00;D:/python/scrapling/imagenes_productos_carrefour\Cerveza Amber República Artesanal en lat_12.jpg
Cerveza blanca Quilmes sin alcohol 473 ml;$1.413,33;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca Quilmes sin alcohol 473 m_5.jpg
Cerveza negra Quilmes Stout 473 ml;$1.652,67;D:/python/scrapling/imagenes_productos_carrefour\Cerveza negra Quilmes Stout 473 ml_7.jpg
Cerveza rubia Budweiser 473 ml;$1.832,67;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Budweiser 473 ml_9.jpg
Cerveza light Michelob Ultra 473 ml;$1.899,33;D:/python/scrapling/imagenes_productos_carrefour\Cerveza light Michelob Ultra 473 ml_3.jpg
Cerveza rubia Andes Origen 473 ml;$2.039,33;D:/python/scrapling/imagenes_productos_carrefour\Cerveza rubia Andes Origen 473 ml_1.jpg
Cerveza blanca sin alcohol Corona 0.0% 330 ml;$2.333,33;D:/python/scrapling/imagenes_productos_carrefour\Cerveza blanca sin alcohol Corona 00 330_0.jpg
