Producto;Precio;Imagen
Sal fina Dos Estrellas 500 g.;$989,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Estrellas 500 g_2.jpg
Sal gruesa Dos Anclas caja 500 g.;$1.349,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Dos Anclas caja 500 g_1.jpg
Sal parrillera Dos Anclas caja 500 g.;$1.359,00;D:/python/scrapling/imagenes_productos_carrefour\Sal parrillera Dos Anclas caja 500 g_4.jpg
Sal fina Dos Anclas en paquete 500 grs;$1.429,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Anclas en paquete 500 grs_0.jpg
Sal entrefina Bulnez en bolsa 1 kg.;$1.473,00;D:/python/scrapling/imagenes_productos_carrefour\Sal entrefina Bulnez en bolsa 1 kg_9.jpg
Sal gruesa Celusal 500 g.;$1.479,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Celusal 500 g_6.jpg
Sal fina Dos Anclas caja 500 g.;$1.619,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Anclas caja 500 g_5.jpg
Sal gruesa Dos Estrellas 1 kg.;$1.635,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Dos Estrellas 1 kg_11.jpg
Sal fina Celusal caja 500 g.;$1.785,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Celusal caja 500 g_3.jpg
Sal fina Celusal 100 g.;$1.849,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Celusal 100 g_8.jpg
