Producto;Precio;Imagen
Sal fina Bulnez en bolsa 500 g.;$739,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Bulnez en bolsa 500 g_1.jpg
Sal fina Dos Estrellas 500 g.;$989,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Estrellas 500 g_4.jpg
Sal fina Carrefour Classic en bolsa 500 grs;$991,90;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Carrefour Classic en bolsa 500 _9.jpg
Sal gruesa Dos Anclas caja 500 g.;$1.349,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Dos Anclas caja 500 g_3.jpg
Sal parrillera Dos Anclas caja 500 g.;$1.359,00;D:/python/scrapling/imagenes_productos_carrefour\Sal parrillera Dos Anclas caja 500 g_6.jpg
Sal gruesa Carrefour Classic 1 kg;$1.370,80;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Carrefour Classic 1 kg_13.jpg
Sal gruesa Celusal 500 g.;$1.405,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Celusal 500 g_11.jpg
Sal fina Celusal paquete 500 g.;$1.409,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Celusal paquete 500 g_0.jpg
Sal fina Dos Anclas en paquete 500 grs;$1.429,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Anclas en paquete 500 grs_2.jpg
Sal gruesa Bulnez en bolsa 1 kg.;$1.490,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Bulnez en bolsa 1 kg_5.jpg
