Producto;Precio;Imagen
Jamón cocido feteado Bulnez 150 grs;$2.210,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido feteado Bulnez 150 grs_0.jpg
Jamón cocido Lario feteado 150 g.;$3.200,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido Lario feteado 150 g_1.jpg
Leberwurst Paladini 250 g.;$3.390,00;D:/python/scrapling/imagenes_productos_carrefour\Leberwurst Paladini 250 g_8.jpg
Lomo de cerdo feteado Bocatti horneado 70 g.;$3.555,00;D:/python/scrapling/imagenes_productos_carrefour\Lomo de cerdo feteado Bocatti horneado 7_15.jpg
Lomo de cerdo feteado Paladini 120 g.;$4.220,00;D:/python/scrapling/imagenes_productos_carrefour\Lomo de cerdo feteado Paladini 120 g_7.jpg
Salame tipo milán Lario picado fino feteado 150 g.;$4.610,00;D:/python/scrapling/imagenes_productos_carrefour\Salame tipo milán Lario picado fino fete_11.jpg
Salamín tandilero Cagnoli picado fino 145 grs;$4.680,00;D:/python/scrapling/imagenes_productos_carrefour\Salamín tandilero Cagnoli picado fino 14_12.jpg
Mortadela Paladini mini 300 g.;$4.885,00;D:/python/scrapling/imagenes_productos_carrefour\Mortadela Paladini mini 300 g_9.jpg
Jamón cocido Paladini 150 g.;$5.090,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido Paladini 150 g_5.jpg
Jamón cocido feteado Paladini 200 g.;$5.690,00;D:/python/scrapling/imagenes_productos_carrefour\Jamón cocido feteado Paladini 200 g_4.jpg
