Producto;Precio;Imagen
Sal fina Bulnez en bolsa 500 g.;$739,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Bulnez en bolsa 500 g_1.jpg
Sal fina Dos Estrellas 500 g.;$989,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Estrellas 500 g_3.jpg
Sal fina Carrefour Classic en bolsa 500 grs;$991,90;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Carrefour Classic en bolsa 500 _6.jpg
Sal fina Dos Anclas en paquete 500 grs;$1.071,75;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Anclas en paquete 500 grs_2.jpg
Sal fina Dos Anclas 500 g.;$1.214,25;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Dos Anclas 500 g_7.jpg
Sal gruesa Carrefour Classic 1 kg;$1.370,80;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Carrefour Classic 1 kg_10.jpg
Sal entrefina Bulnez en bolsa 1 kg.;$1.390,00;D:/python/scrapling/imagenes_productos_carrefour\Sal entrefina Bulnez en bolsa 1 kg_14.jpg
Sal gruesa Celusal 500 g.;$1.405,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Celusal 500 g_9.jpg
Sal fina Celusal paquete 500 g.;$1.459,00;D:/python/scrapling/imagenes_productos_carrefour\Sal fina Celusal paquete 500 g_0.jpg
Sal gruesa Bulnez en bolsa 1 kg.;$1.490,00;D:/python/scrapling/imagenes_productos_carrefour\Sal gruesa Bulnez en bolsa 1 kg_4.jpg
