Producto;Precio;Imagen
Palitos salados Carrefour classic 115 g.;$1.071,00;D:/python/scrapling/imagenes_productos_carrefour\Palitos salados Carrefour classic 115 g_1.jpg
Mani pelado salado Carrefour classic 115 g.;$1.173,90;D:/python/scrapling/imagenes_productos_carrefour\Mani pelado salado Carrefour classic 115_7.jpg
Palitos de maíz sabor queso Carrefour classic 145 g.;$1.341,00;D:/python/scrapling/imagenes_productos_carrefour\Palitos de maíz sabor queso Carrefour cl_8.jpg
Palitos Krachitos salados 110 g.;$1.519,00;D:/python/scrapling/imagenes_productos_carrefour\Palitos Krachitos salados 110 g_6.jpg
Aritos de arroz Dos Hermanos crema y cebolla 80 g.;$1.549,00;D:/python/scrapling/imagenes_productos_carrefour\Aritos de arroz Dos Hermanos crema y ceb_10.jpg
Papas fritas Carrefour classic corte tradicional 150 g.;$1.771,10;D:/python/scrapling/imagenes_productos_carrefour\Papas fritas Carrefour classic corte tra_0.jpg
Galletitas crackers Kesitas 125 g.;$2.059,00;D:/python/scrapling/imagenes_productos_carrefour\Galletitas crackers Kesitas 125 g_13.jpg
Papas fritas Bulnez sabor original en tubo 100 grs;$2.190,00;D:/python/scrapling/imagenes_productos_carrefour\Papas fritas Bulnez sabor original en tu_12.jpg
Papas fritas Bulnez sabor queso y cebolla en tubo 100 grs;$2.190,00;D:/python/scrapling/imagenes_productos_carrefour\Papas fritas Bulnez sabor queso y ceboll_15.jpg
Papas fritas Carrefour classic corte americano 150 g.;$2.460,50;D:/python/scrapling/imagenes_productos_carrefour\Papas fritas Carrefour classic corte ame_14.jpg
