Producto;Precio;Imagen
Bebida energizante Rockstar en botella 500 ml;$1.275,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Rockstar en botella 5_1.jpg
Bebida energizante Speed 250 ml;$1.859,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed 250 ml_4.jpg
Bebida energizante Speed 473 ml;$2.659,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed 473 ml_0.jpg
Bebida energizante Speed Zero Sugar 473 ml;$2.785,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed Zero Sugar 473 _9.jpg
Bebida energizante Red Bull 250 ml;$2.849,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull 250 ml_6.jpg
Bebida energizante Monster Peachy Keen 473 ml;$3.100,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Monster Peachy Keen 4_10.jpg
Bebida energizante Red Bull Summer Pomerlo en lata 250 ml;$3.199,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull Summer Pomer_12.jpg
Bebida energizante Red Bull Watermelon 250 ml;$3.199,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull Watermelon 2_13.jpg
Bebida energizante sin azúcar Monster energy en lata 473 cc.;$3.200,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante sin azúcar Monster en_2.jpg
Bebida energizante Monster Mango Loco 473 ml;$3.200,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Monster Mango Loco 47_3.jpg
