Producto;Precio;Imagen
Bebida energizante Rockstar en botella 500 ml;$1.350,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Rockstar en botella 5_2.jpg
Bebida energizante Rockstar de maracuyá pet 500 ml;$1.350,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Rockstar de maracuyá _13.jpg
Bebida energizante Speed 250 ml;$1.955,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed 250 ml_4.jpg
Bebida energizante Speed Zero en lata 250 ml;$1.955,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed Zero en lata 25_15.jpg
Bebida energizante Red Bull 250 ml;$2.572,50;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull 250 ml_6.jpg
Bebida energizante Red Bull Sugar Free 250 ml;$2.579,25;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Red Bull Sugar Free 2_10.jpg
Bebida energizante Speed 473 ml;$2.925,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed 473 ml_0.jpg
Bebida energizante Speed Zero Sugar 473 ml;$2.925,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed Zero Sugar 473 _12.jpg
Bebida energizante sin azúcar Monster energy en lata 473 cc.;$3.400,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante sin azúcar Monster en_1.jpg
Bebida energizante Monster Mango Loco 473 ml;$3.400,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Monster Mango Loco 47_3.jpg
