Producto;Precio;Imagen
Agua mineral sin gas Carrefour Classic 2 lts;$1.311,20;D:/python/scrapling/imagenes_productos_carrefour\Agua mineral sin gas Carrefour Classic 2_3.jpg
Agua mineralizada sin gas Cellier Favaloro 2 lts;$1.345,00;D:/python/scrapling/imagenes_productos_carrefour\Agua mineralizada sin gas Cellier Favalo_9.jpg
Soda Carrefour Classic sifón 2 lts;$1.554,80;D:/python/scrapling/imagenes_productos_carrefour\Soda Carrefour Classic sifón 2 lts_0.jpg
Soda saldan sifón 2 lts;$1.800,00;D:/python/scrapling/imagenes_productos_carrefour\Soda saldan sifón 2 lts_13.jpg
Agua mineralizada sin gas Glaciar bajo sodio 2 lts;$2.025,00;D:/python/scrapling/imagenes_productos_carrefour\Agua mineralizada sin gas Glaciar bajo s_8.jpg
Agua mineral sin gas Villa del Sur 2,25 lts;$2.449,00;D:/python/scrapling/imagenes_productos_carrefour\Agua mineral sin gas Villa del Sur 225 l_11.jpg
Agua saborizada limoneto H2OH con gas 2,25 lts;$2.819,00;D:/python/scrapling/imagenes_productos_carrefour\Agua saborizada limoneto H2OH con gas 22_7.jpg
Agua saborizada citrus H2OH con gas 2,25 lts;$2.819,00;D:/python/scrapling/imagenes_productos_carrefour\Agua saborizada citrus H2OH con gas 225 _14.jpg
Agua mineral sin gas Villavicencio 2 lts;$3.200,00;D:/python/scrapling/imagenes_productos_carrefour\Agua mineral sin gas Villavicencio 2 lts_2.jpg
Agua saborizada de pomelo Levité 2,25 lts;$3.390,00;D:/python/scrapling/imagenes_productos_carrefour\Agua saborizada de pomelo Levité 225 lts_5.jpg
