Producto;Precio;Imagen
Bebida energizante Rockstar en botella 500 ml;$1.275,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Rockstar en botella 5_1.jpg
Bebida energizante Rockstar de maracuyá pet 500 ml;$1.275,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Rockstar de maracuyá _12.jpg
Bebida energizante Speed 250 ml;$1.859,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed 250 ml_4.jpg
Bebida energizante Speed Zero en lata 250 ml;$1.859,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed Zero en lata 25_14.jpg
Bebida energizante Speed 473 ml;$2.659,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed 473 ml_0.jpg
Bebida energizante Speed Zero Sugar 473 ml;$2.785,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Speed Zero Sugar 473 _9.jpg
Bebida energizante Monster Mango Loco 473 ml;$3.100,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Monster Mango Loco 47_2.jpg
Bebida energizante sin azúcar Monster energy en lata 473 cc.;$3.100,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante sin azúcar Monster en_3.jpg
Bebida energizante Monster green en lata 473 cc.;$3.100,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Monster green en lata_5.jpg
Bebida energizante Monster zero en lata 473 cc.;$3.100,00;D:/python/scrapling/imagenes_productos_carrefour\Bebida energizante Monster zero en lata _7.jpg
