Producto;Precio;Imagen
Gaseosa naranja Mirinda 2,25 lts;$1.837,50;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa naranja Mirinda 225 lts_13.jpg
Gaseosa cola Cunnington suave sin tacc 2,25 lts;$2.159,00;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola Cunnington suave sin tacc 2_9.jpg
Gaseosa pomelo Cunnignton suave sin tacc 2,25 lts;$2.159,00;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa pomelo Cunnignton suave sin tacc_10.jpg
Gaseosa lima limón 7 Up sin azúcar 1,5 lts;$3.000,00;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa lima limón 7 Up sin azúcar 15 lt_4.jpg
Gaseosa cola Pepsi Black pet 1,5 lts;$3.000,00;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola Pepsi Black pet 15 lts_5.jpg
Gaseosa tónica Paso de los Toros 1,5 lts;$3.000,00;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa tónica Paso de los Toros 15 lts_14.jpg
Gaseosa cola Pepsi Black pet 2 lts;$3.412,50;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola Pepsi Black pet 2 lts_2.jpg
Gaseosa cola regular Pepsi 2 lts.;$3.412,50;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola regular Pepsi 2 lts_3.jpg
Gaseosa lima limón 7 Up sin azúcar 2.25 lts;$3.975,00;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa lima limón 7 Up sin azúcar 225 l_6.jpg
Gaseosa cola Coca Cola Zero 2,25 lts;$4.237,50;D:/python/scrapling/imagenes_productos_carrefour\Gaseosa cola Coca Cola Zero 225 lts_0.jpg
