Producto;Precio;Imagen
Queso Rallado La Serenísima Reggianito 35 G;$1.729,00;D:/python/scrapling/imagenes_productos_chango\Queso Rallado La Serenísima Reggianito 3_17.jpg
Queso Crema Check 290 G;$1.741,35;D:/python/scrapling/imagenes_productos_chango\Queso Crema Check 290 G_20.jpg
Queso Crema Tonadita Cremette Reducido 290 G;$2.079,35;D:/python/scrapling/imagenes_productos_chango\Queso Crema Tonadita Cremette Reducido 2_14.jpg
Queso Crema Tonadita Cremette Clásico 290 G;$2.079,35;D:/python/scrapling/imagenes_productos_chango\Queso Crema Tonadita Cremette Clásico 29_19.jpg
Queso Rallado La Quesera 100 G;$2.099,00;D:/python/scrapling/imagenes_productos_chango\Queso Rallado La Quesera 100 G_3.jpg
Queso Crema La Paulina Tradicional 290 G;$2.228,85;D:/python/scrapling/imagenes_productos_chango\Queso Crema La Paulina Tradicional 290 G_2.jpg
Queso Crema La Paulina Light 290 G;$2.228,85;D:/python/scrapling/imagenes_productos_chango\Queso Crema La Paulina Light 290 G_15.jpg
Queso Untable Tonadita Jamón 180 G;$2.699,00;D:/python/scrapling/imagenes_productos_chango\Queso Untable Tonadita Jamón 180 G_18.jpg
Queso Untable Tonadita Gruyere 180 G;$2.699,00;D:/python/scrapling/imagenes_productos_chango\Queso Untable Tonadita Gruyere 180 G_21.jpg
Queso Untable Tonadita Clásico 180 G;$2.699,00;D:/python/scrapling/imagenes_productos_chango\Queso Untable Tonadita Clásico 180 G_22.jpg
