Producto;Precio;Imagen
Sal Fina Aliada 500 G;$1.059,00;D:/python/scrapling/imagenes_productos_chango\Sal Fina Aliada 500 G_1.jpg
Sal Check Fina 500 G;$1.159,00;D:/python/scrapling/imagenes_productos_chango\Sal Check Fina 500 G_6.jpg
Sal Entrefina Parrillera Dos Anclas 500 Gr;$1.369,00;D:/python/scrapling/imagenes_productos_chango\Sal Entrefina Parrillera Dos Anclas 500 _5.jpg
Sal Fina Celusal Estuche 500 Gr;$1.399,00;D:/python/scrapling/imagenes_productos_chango\Sal Fina Celusal Estuche 500 Gr_4.jpg
Sal Gruesa Dos Anclas 500 Gr;$1.409,00;D:/python/scrapling/imagenes_productos_chango\Sal Gruesa Dos Anclas 500 Gr_7.jpg
Sal Fina Dos Anclas 500 Gr;$1.429,00;D:/python/scrapling/imagenes_productos_chango\Sal Fina Dos Anclas 500 Gr_2.jpg
Pimienta Negra Alicante Molida Sin Tacc 25gr;$1.469,00;D:/python/scrapling/imagenes_productos_chango\Pimienta Negra Alicante Molida Sin Tacc _13.jpg
Sal Gruesa Paquete Celusal 500 Gr;$1.479,00;D:/python/scrapling/imagenes_productos_chango\Sal Gruesa Paquete Celusal 500 Gr_15.jpg
Sal Fina Celusal Paquete 500 Gr;$1.559,00;D:/python/scrapling/imagenes_productos_chango\Sal Fina Celusal Paquete 500 Gr_0.jpg
Sal Gruesa Aliada 1 Kg;$1.589,00;D:/python/scrapling/imagenes_productos_chango\Sal Gruesa Aliada 1 Kg_3.jpg
