Producto;Precio;Imagen
Agua Mineral Sin Gas Check 2 L;$1.069,00;D:/python/scrapling/imagenes_productos_chango\Agua Mineral Sin Gas Check 2 L_5.jpg
Agua Con Gas Sifón Sierra De Los Padres 1.75 Lt;$1.299,00;D:/python/scrapling/imagenes_productos_chango\Agua Con Gas Sifón Sierra De Los Padres _10.jpg
Soda Ivess 2,25 L;$1.399,00;D:/python/scrapling/imagenes_productos_chango\Soda Ivess 225 L_1.jpg
Agua Mineralizada Cellier 2 Lts;$1.429,00;D:/python/scrapling/imagenes_productos_chango\Agua Mineralizada Cellier 2 Lts_3.jpg
Agua Mineral Ivess Sin Gas Baja En Sodio 2, 255 L;$1.499,00;D:/python/scrapling/imagenes_productos_chango\Agua Mineral Ivess Sin Gas Baja En Sodio_20.jpg
Agua Saborizada H2oh! Still Sabor Limoneto 2 L;$1.524,50;D:/python/scrapling/imagenes_productos_chango\Agua Saborizada H2oh Still Sabor Limonet_23.jpg
Agua Cellier Favaloro Con Gas 2 L;$1.599,00;D:/python/scrapling/imagenes_productos_chango\Agua Cellier Favaloro Con Gas 2 L_19.jpg
Sifón De Soda Check 2 L;$1.699,00;D:/python/scrapling/imagenes_productos_chango\Sifón De Soda Check 2 L_4.jpg
Soda Ivess Menos Sodio 1.75 L;$1.699,00;D:/python/scrapling/imagenes_productos_chango\Soda Ivess Menos Sodio 175 L_11.jpg
Agua Mineral Sin Gas Villa Del Sur 2,25 Lt;$1.836,75;D:/python/scrapling/imagenes_productos_chango\Agua Mineral Sin Gas Villa Del Sur 225 L_12.jpg
