Producto;Precio;Imagen
Alimento Perro Razas Grandes Carne Pedigree 100 Gr;$932,67;D:/python/scrapling/imagenes_productos_chango\Alimento Perro Razas Grandes Carne Pedig_5.jpg
Alimento Perro  Razas Grandes Pollo Pedigree 100 Gr;$932,67;D:/python/scrapling/imagenes_productos_chango\Alimento Perro  Razas Grandes Pollo Pedi_9.jpg
Alimento Humedo Perro Pouch Adulto Pedigree 100 Gr;$932,67;D:/python/scrapling/imagenes_productos_chango\Alimento Humedo Perro Pouch Adulto Pedig_12.jpg
Alimento Adulto Raza Peq Carne Pouch Pedigree 100 Gr;$932,67;D:/python/scrapling/imagenes_productos_chango\Alimento Adulto Raza Peq Carne Pouch Ped_14.jpg
Alimento Adulto Raza Peq Pollo Pedigree Pouch 100 Gr;$932,67;D:/python/scrapling/imagenes_productos_chango\Alimento Adulto Raza Peq Pollo Pedigree _15.jpg
Alimento Humedo  Perro Carne Pets Class X 100 Grs;$1.159,00;D:/python/scrapling/imagenes_productos_chango\Alimento Humedo  Perro Carne Pets Class _11.jpg
Snack Biscrok Multi Pedigree X 100gr;$1.359,33;D:/python/scrapling/imagenes_productos_chango\Snack Biscrok Multi Pedigree X 100gr_18.jpg
Snack Rodeo Carne Pedigree X 4un;$1.712,67;D:/python/scrapling/imagenes_productos_chango\Snack Rodeo Carne Pedigree X 4un_20.jpg
Alimento Adulto Carne Lata Pedigree 340 Gr;$2.866,00;D:/python/scrapling/imagenes_productos_chango\Alimento Adulto Carne Lata Pedigree 340 _22.jpg
Snack Dentastix Razas Medianas Pedigree X 7un;$3.306,00;D:/python/scrapling/imagenes_productos_chango\Snack Dentastix Razas Medianas Pedigree _8.jpg
