Producto;Precio;Imagen
Bondiola Congelada 2.5 Kg;$6.889,00;D:/python/scrapling/imagenes_productos_chango\Bondiola Congelada 25 Kg_8.jpg
Carne Picada Swift Congelada 500 G;$7.789,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Swift Congelada 500 G_9.jpg
Chorizo Tradicional Campo Austral Tradicional Al Vacio 400 Gr;$8.316,75;D:/python/scrapling/imagenes_productos_chango\Chorizo Tradicional Campo Austral Tradic_17.jpg
Carre De Cerdo Congelado 1 Kg;$8.799,00;D:/python/scrapling/imagenes_productos_chango\Carre De Cerdo Congelado 1 Kg_10.jpg
Pechito De Cerdo Congelado 900 G;$8.799,00;D:/python/scrapling/imagenes_productos_chango\Pechito De Cerdo Congelado 900 G_12.jpg
Matambre De Novillito Envasado Al Vacío 1.5 Kg;$12.989,00;D:/python/scrapling/imagenes_productos_chango\Matambre De Novillito Envasado Al Vacío _13.jpg
Carne Picada Especial 750 G;$14.899,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Especial 750 G_2.jpg
Carne Picada Magra 650 G;$15.399,00;D:/python/scrapling/imagenes_productos_chango\Carne Picada Magra 650 G_16.jpg
Tortuguita De Novillo Envasado Al Vacío 900 G;$15.899,00;D:/python/scrapling/imagenes_productos_chango\Tortuguita De Novillo Envasado Al Vacío _19.jpg
Paleta De Novillito Envasado Al Vacío 1.2 Kg;$16.399,00;D:/python/scrapling/imagenes_productos_chango\Paleta De Novillito Envasado Al Vacío 12_7.jpg
