Producto;Precio;Fecha;Imagen
Maní Tostado Salado sin Piel La Anónima x 105 g.;$ 1.040,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Maní_Tostado_Salado_sin_Piel_La_Anónima_x_105_g.jpg
Maní Frito Salado sin Piel La Anónima x 105 g.;$ 1.040,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Maní_Frito_Salado_sin_Piel_La_Anónima_x_105_g.jpg
Maní Tostado Natural sin Sal & Sin Piel La Anónima x 105 g.;$ 1.040,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Maní_Tostado_Natural_sin_Sal_&_Sin_Piel_La_Anónima_x_105_g.jpg
Tubo de Maíz Dinamita Extra Flamin Hot Doritos x 45 g.;$ 1.300,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Tubo_de_Maíz_Dinamita_Extra_Flamin_Hot_Doritos_x_45_g.jpg
Papas Fritas Corte Americano X-Treme Hot Krachitos x 55 g.;$ 1.425,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Papas_Fritas_Corte_Americano_X-Treme_Hot_Krachitos_x_55_g.jpg
Papas fritas Lays Clásicas x 40 g;$ 1.527,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Papas_fritas_Lays_Clásicas_x_40_g.jpg
Nachos Sabor a Queso Doritos x 40 g.;$ 1.527,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Nachos_Sabor_a_Queso_Doritos_x_40_g.jpg
Snacks Horneados Cebolla Y Crema Molinos Ala x 80 g.;$ 1.575,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Snacks_Horneados_Cebolla_Y_Crema_Molinos_Ala_x_80_g.jpg
Snacks Horneados Queso Molinos Ala x 80 g.;$ 1.575,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Snacks_Horneados_Queso_Molinos_Ala_x_80_g.jpg
Mani Crocante Clasico La Anonima x 85 g.;$ 1.600,00;2026-08-02 11:55:25;d:/proyecto_supermercados_paginaweb/images/laanonima\Mani_Crocante_Clasico_La_Anonima_x_85_g.jpg
