Producto;Precio;Imagen
Polvo para preparar Salsa Blanca Dos Anclas x 40 g.;$ 870;D:/python/scrapling/imagenes_productos_laanonima\Polvo para preparar Salsa Blanca Dos Anc.jpg
Sal Gruesa Paquete Dos Anclas x 500 g.;$ 1.400;D:/python/scrapling/imagenes_productos_laanonima\Sal Gruesa Paquete Dos Anclas x 500 g.jpg
Sal Entrefina Paquete Dos Anclas x 500 g.;$ 1.400;D:/python/scrapling/imagenes_productos_laanonima\Sal Entrefina Paquete Dos Anclas x 500 g.jpg
Ajo en Polvo Deshidratado Dos Anclas x 20 g.;$ 1.450;D:/python/scrapling/imagenes_productos_laanonima\Ajo en Polvo Deshidratado Dos Anclas x 2.jpg
Sal Fina Paquete Dos Anclas x 500 g.;$ 1.550;D:/python/scrapling/imagenes_productos_laanonima\Sal Fina Paquete Dos Anclas x 500 g.jpg
Condimento para Pizza Dos Anclas x 25 g.;$ 1.550;D:/python/scrapling/imagenes_productos_laanonima\Condimento para Pizza Dos Anclas x 25 g.jpg
Oregano Doy Pack Dos Anclas x 25 g.;$ 1.600;D:/python/scrapling/imagenes_productos_laanonima\Oregano Doy Pack Dos Anclas x 25 g.jpg
Perejil Deshidratado Dos Anclas x 25 g.;$ 1.850;D:/python/scrapling/imagenes_productos_laanonima\Perejil Deshidratado Dos Anclas x 25 g.jpg
Sal Fina Dos Anclas Estuche x 500 g.;$ 2.000;D:/python/scrapling/imagenes_productos_laanonima\Sal Fina Dos Anclas Estuche x 500 g.jpg
Ají Molido Dos Anclas x 50 g.;$ 2.250;D:/python/scrapling/imagenes_productos_laanonima\Ají Molido Dos Anclas x 50 g.jpg
