Producto;Precio;Fecha;Imagen
Amargo Pomelo Rosado Tres Torres x 1,5 Lt.;$ 1.700;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Pomelo_Rosado_Tres_Torres_x_1,5_Lt.jpg
Amargo Serrano Tres Torres Pet x 1,5 lt.;$ 1.700;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Serrano_Tres_Torres_Pet_x_1,5_lt.jpg
Amargo Tres Torres Limón Pet x 1,5 lt.;$ 1.700;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Tres_Torres_Limón_Pet_x_1,5_lt.jpg
Amargo Blanco Tres Torres Pet x 1,5 lt.;$ 1.700;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Blanco_Tres_Torres_Pet_x_1,5_lt.jpg
Amargo Pomelo Rosado La Anónima x 1,5 Lt.;$ 1.750,00;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Pomelo_Rosado_La_Anónima_x_1,5_Lt.jpg
Amargo Cordillerano La Anónima x 1,5 Lt.;$ 1.750,00;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Cordillerano_La_Anónima_x_1,5_Lt.jpg
Fernet con Cola 1882 x 473 cc.;$ 2.450,00;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Fernet_con_Cola_1882_x_473_cc.jpg
Lata Frizzé Blue x 473 cc.;$ 2.550,00;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Lata_Frizzé_Blue_x_473_cc.jpg
Pronto Shake Lata x 473 cc.;$ 2.750,00;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Pronto_Shake_Lata_x_473_cc.jpg
Amargo Terma Pomelo Pet x 1,35 lt.;$ 2.850,00;2026-06-27 12:03:10;d:/proyecto_supermercados_paginaweb/images/laanonima\Amargo_Terma_Pomelo_Pet_x_1,35_lt.jpg
