Producto;Precio;Imagen
Pollo Fresco La Anónima (Kg);$ 4.190;D:/python/scrapling/imagenes_productos_laanonima\Pollo Fresco La Anónima Kg_0.jpg
Pollo Fresco Pollolin (Kg);$ 4.190;D:/python/scrapling/imagenes_productos_laanonima\Pollo Fresco Pollolin Kg_1.jpg
Pollo Tres Arroyos Congelado (Kg);$ 4.190;D:/python/scrapling/imagenes_productos_laanonima\Pollo Tres Arroyos Congelado Kg_2.jpg
Cuarto Trasero de Pollo La Anónima (Kg);$ 5.190;D:/python/scrapling/imagenes_productos_laanonima\Cuarto Trasero de Pollo La Anónima Kg_8.jpg
Muslo de Pollo La Anónima (Kg);$ 5.890;D:/python/scrapling/imagenes_productos_laanonima\Muslo de Pollo La Anónima Kg_6.jpg
PataMuslo de Pollo La Anónima (Kg);$ 6.490;D:/python/scrapling/imagenes_productos_laanonima\PataMuslo de Pollo La Anónima Kg_3.jpg
Pollo Refrigerado Bandeja Pollolin (Kg);$ 6.550;D:/python/scrapling/imagenes_productos_laanonima\Pollo Refrigerado Bandeja Pollolin Kg_14.jpg
Pata de Pollo La Anónima (Kg);$ 6.850;D:/python/scrapling/imagenes_productos_laanonima\Pata de Pollo La Anónima Kg_11.jpg
Cuarto Trasero Bandeja Pollolin (Kg);$ 6.990;D:/python/scrapling/imagenes_productos_laanonima\Cuarto Trasero Bandeja Pollolin Kg_16.jpg
Pollo Parrillero Pollolin (Kg);$ 7.490;D:/python/scrapling/imagenes_productos_laanonima\Pollo Parrillero Pollolin Kg_15.jpg
