Producto;Precio;Imagen
Pollo Fresco Pollolin (Kg);$ 4.390;D:/python/scrapling/imagenes_productos_laanonima\Pollo Fresco Pollolin Kg.jpg
Pollo Fresco La Anónima (Kg);$ 4.390;D:/python/scrapling/imagenes_productos_laanonima\Pollo Fresco La Anónima Kg.jpg
Pollo Tres Arroyos Congelado (Kg);$ 4.390;D:/python/scrapling/imagenes_productos_laanonima\Pollo Tres Arroyos Congelado Kg.jpg
Cuarto Trasero de Pollo La Anónima (Kg);$ 5.490;D:/python/scrapling/imagenes_productos_laanonima\Cuarto Trasero de Pollo La Anónima Kg.jpg
Muslo de Pollo La Anónima (Kg);$ 5.890;D:/python/scrapling/imagenes_productos_laanonima\Muslo de Pollo La Anónima Kg.jpg
PataMuslo de Pollo La Anónima (Kg);$ 6.690;D:/python/scrapling/imagenes_productos_laanonima\PataMuslo de Pollo La Anónima Kg.jpg
Pata de Pollo La Anónima (Kg);$ 6.990;D:/python/scrapling/imagenes_productos_laanonima\Pata de Pollo La Anónima Kg.jpg
Pollo Refrigerado Bandeja Pollolin (Kg);$ 6.990;D:/python/scrapling/imagenes_productos_laanonima\Pollo Refrigerado Bandeja Pollolin Kg.jpg
Cuarto Trasero Bandeja Pollolin (Kg);$ 7.290;D:/python/scrapling/imagenes_productos_laanonima\Cuarto Trasero Bandeja Pollolin Kg.jpg
Pollo Parrillero Pollolin (Kg);$ 7.690;D:/python/scrapling/imagenes_productos_laanonima\Pollo Parrillero Pollolin Kg.jpg
