Producto;Precio;Imagen
Harina de Trigo 000 Catriel x 1 Kg.;$ 930;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo 000 Catriel x 1 Kg_24.jpg
Harina de Trigo 000 Morixe x 1 Kg.;$ 1.050;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo 000 Morixe x 1 Kg_0.jpg
Harina de Trigo 000 Caserita x 1 Kg.;$ 1.050;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo 000 Caserita x 1 Kg_9.jpg
Harina de Trigo Tipo 000 Best x 1 Kg.;$ 1.050;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo Tipo 000 Best x 1 Kg_17.jpg
Harina de Trigo 000 Chacabuco x 1 Kg.;$ 1.100;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo 000 Chacabuco x 1 Kg_4.jpg
Harina de Trigo 000 Favorita x 1000 g.;$ 1.100;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo 000 Favorita x 1000 g_20.jpg
Harina 000 Ultra Refinada  Cañuelas x 1 Kg.;$ 1.150;D:/python/scrapling/imagenes_productos_laanonima\Harina 000 Ultra Refinada  Cañuelas x 1 _22.jpg
Harina de Trigo 0000 Chacabuco x 1 Kg.;$ 1.300;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo 0000 Chacabuco x 1 Kg_2.jpg
Harina de Trigo Tipo 0000 Best x 1 Kg.;$ 1.300;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo Tipo 0000 Best x 1 Kg_14.jpg
Harina de Trigo 000 La Anonima x 1 Kg.;$ 1.300;D:/python/scrapling/imagenes_productos_laanonima\Harina de Trigo 000 La Anonima x 1 Kg_16.jpg
