Producto;Precio;Imagen
Esponja Multiuso x 1 Un Virulana;$950;D:/python/scrapling/imagenes_productos_vea\Esponja Multiuso x 1 Un Virulana_3.jpg
Esponja Lisa de Poliéster 90 x 65 x 35 Cm 1 Un Home Care;$950;D:/python/scrapling/imagenes_productos_vea\Esponja Lisa de Poliéster 90 x 65 x 35 C_16.jpg
Esponja de Acero Inoxidable x 1 Un Mortimer;$1.099;D:/python/scrapling/imagenes_productos_vea\Esponja de Acero Inoxidable x 1 Un Morti_4.jpg
Esponja Go! Salvauñas;$1.200;D:/python/scrapling/imagenes_productos_vea\Esponja Go Salvauñas_6.jpg
Esponja Cuadriculada 10 x 6 x 3.6 Cm x 1 Un Mortimer;$1.250;D:/python/scrapling/imagenes_productos_vea\Esponja Cuadriculada 10 x 6 x 36 Cm x 1 _0.jpg
Rejilla Home Care Cocina;$1.320;D:/python/scrapling/imagenes_productos_vea\Rejilla Home Care Cocina_1.jpg
Trapo de Piso Gris 48x50 Cm x 1 Un;$1.550;D:/python/scrapling/imagenes_productos_vea\Trapo de Piso Gris 48x50 Cm x 1 Un_2.jpg
Esponja de Cocina Poderosa x 1 Un Mortimer;$1.600;D:/python/scrapling/imagenes_productos_vea\Esponja de Cocina Poderosa x 1 Un Mortim_10.jpg
Paño Rejilla Costero Blanco Optico Super Cocina  1 U;$1.600;D:/python/scrapling/imagenes_productos_vea\Paño Rejilla Costero Blanco Optico Super_12.jpg
Esponja Doble Cara 13 x 9 Cm Mortimer;$1.899;D:/python/scrapling/imagenes_productos_vea\Esponja Doble Cara 13 x 9 Cm Mortimer_15.jpg
