Producto;Precio;Imagen
Frutillas Congeladas 250 Grs;$3.500;D:/python/scrapling/imagenes_productos_vea\Frutillas Congeladas 250 Grs_2.jpg
Mango Congelado en Cubos 250 Grs;$3.950;D:/python/scrapling/imagenes_productos_vea\Mango Congelado en Cubos 250 Grs_9.jpg
Anana En Cubos X 250 Gr Alif Agro;$4.700;D:/python/scrapling/imagenes_productos_vea\Anana En Cubos X 250 Gr Alif Agro_11.jpg
Arándanos Congelados 250 Grs;$5.550;D:/python/scrapling/imagenes_productos_vea\Arándanos Congelados 250 Grs_1.jpg
Arándanos Congelados 300 Grs;$6.600;D:/python/scrapling/imagenes_productos_vea\Arándanos Congelados 300 Grs_4.jpg
Mix Patagonico X 250 Gr Alif Agro;$7.400;D:/python/scrapling/imagenes_productos_vea\Mix Patagonico X 250 Gr Alif Agro_6.jpg
Frutillas Green Life 400g;$7.650;D:/python/scrapling/imagenes_productos_vea\Frutillas Green Life 400g_3.jpg
Mix 4 Berries Green Life 400g;$9.850;D:/python/scrapling/imagenes_productos_vea\Mix 4 Berries Green Life 400g_0.jpg
Frambuesas Congeladas 250 Grs;$11.000;D:/python/scrapling/imagenes_productos_vea\Frambuesas Congeladas 250 Grs_5.jpg
Frutillas Congeladas Enteras 1 Kg;$12.400;D:/python/scrapling/imagenes_productos_vea\Frutillas Congeladas Enteras 1 Kg_7.jpg
