Producto;Precio;Imagen
Isotonico Zero Fresa-kiwi 400 Ml Gatorade;$1.007,5;D:/python/scrapling/imagenes_productos_vea\Isotonico Zero Fresa-kiwi 400 Ml Gatorad_12.jpg
Isotonico Zero Moras 400 Ml Gatorade;$1.007,5;D:/python/scrapling/imagenes_productos_vea\Isotonico Zero Moras 400 Ml Gatorade_13.jpg
Bebida Isotónica Mountain Blast 500 Ml Powerade;$1.267,5;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Mountain Blast 500 Ml P_0.jpg
Isotonico Powerade Frutas Tropical 500cc;$1.267,5;D:/python/scrapling/imagenes_productos_vea\Isotonico Powerade Frutas Tropical 500cc_1.jpg
Isotonico Powerade Manzana 500cc;$1.267,5;D:/python/scrapling/imagenes_productos_vea\Isotonico Powerade Manzana 500cc_3.jpg
Bebida Isotónica Uva 500 Ml Powerade;$1.267,5;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Uva 500 Ml Powerade_9.jpg
Isotonico Powerade Mountain Blast 995cc;$1.430;D:/python/scrapling/imagenes_productos_vea\Isotonico Powerade Mountain Blast 995cc_2.jpg
Bebida Isotónica Frutas Tropicales 995 Ml Powerade;$1.430;D:/python/scrapling/imagenes_productos_vea\Bebida Isotónica Frutas Tropicales 995 M_4.jpg
Isotonico Powerade Manzana 995cc;$1.430;D:/python/scrapling/imagenes_productos_vea\Isotonico Powerade Manzana 995cc_8.jpg
Isotónica Gatorade Cool Blue Botella 500mlx1;$1.462,5;D:/python/scrapling/imagenes_productos_vea\Isotónica Gatorade Cool Blue Botella 500_6.jpg
