Producto;Precio;Imagen
Salame Sabor Salame Feteado 70 Grs Bocatti;$3.350;D:/python/scrapling/imagenes_productos_vea\Salame Sabor Salame Feteado 70 Grs Bocat_19.jpg
Salame Fuet Doina 150 Gr;$3.900;D:/python/scrapling/imagenes_productos_vea\Salame Fuet Doina 150 Gr_15.jpg
Salame Sabor Salame Feteado 100 Grs Bocatti;$5.700;D:/python/scrapling/imagenes_productos_vea\Salame Sabor Salame Feteado 100 Grs Boca_3.jpg
Jamón Cocido Linea Permi Paladini X 150 Gr;$5.950;D:/python/scrapling/imagenes_productos_vea\Jamón Cocido Linea Permi Paladini X 150 _2.jpg
Jamon Cocido Feteado 200 Grs Campo Austral;$6.350;D:/python/scrapling/imagenes_productos_vea\Jamon Cocido Feteado 200 Grs Campo Austr_17.jpg
Jamón Cocido Bocatti Feteado 130 Gr;$6.625;D:/python/scrapling/imagenes_productos_vea\Jamón Cocido Bocatti Feteado 130 Gr_0.jpg
Jamon Paladini Cocido Fetas Finas X 200 Gr;$8.350;D:/python/scrapling/imagenes_productos_vea\Jamon Paladini Cocido Fetas Finas X 200 _1.jpg
Fiambre De Cerdo Tripack X Kg;$10.970;D:/python/scrapling/imagenes_productos_vea\Fiambre De Cerdo Tripack X Kg_6.jpg
Jamón Cocido Feteado x 1 Kg x 3 Un Jumbo;$15.739;D:/python/scrapling/imagenes_productos_vea\Jamón Cocido Feteado x 1 Kg x 3 Un Jumbo_5.jpg
Fiambre de Paleta de Cerdo 200 Grs Campo Austral;$16.560;D:/python/scrapling/imagenes_productos_vea\Fiambre de Paleta de Cerdo 200 Grs Campo_9.jpg
