Producto;Precio;Imagen
BONDIOLA CAGNOLI CERDO CONGELADO 1 KG;$9.199,90;d:/python/scrapling/imagenes_productos_maxiconsumo\BONDIOLA CAGNOLI CERDO CONGELADO 1 KG.jpg
SALAME 66 MILAN 1 KG;$10.999,90;d:/python/scrapling/imagenes_productos_maxiconsumo\SALAME 66 MILAN 1 KG.jpg
SALAME LA RESIDENCIA MILA 1/2 FINO 1 KG;$12.469,90;d:/python/scrapling/imagenes_productos_maxiconsumo\SALAME LA RESIDENCIA MILA 12 FINO 1 KG.jpg
SALAME MAROLIO PAPEL 1 KG;$12.899,89;d:/python/scrapling/imagenes_productos_maxiconsumo\SALAME MAROLIO PAPEL 1 KG.jpg
SALAME MAROLIO MILAN 1/2 1 KG;$13.569,90;d:/python/scrapling/imagenes_productos_maxiconsumo\SALAME MAROLIO MILAN 12 1 KG.jpg
SALAME CHAMPION MILAN 1 KG;$15.819,89;d:/python/scrapling/imagenes_productos_maxiconsumo\SALAME CHAMPION MILAN 1 KG.jpg
SALAMIN LA CASONA PICADO GRUESO 1 KG;$16.699,90;d:/python/scrapling/imagenes_productos_maxiconsumo\SALAMIN LA CASONA PICADO GRUESO 1 KG.jpg
SALAMIN CHAMPION FINO 1 KG;$17.399,90;d:/python/scrapling/imagenes_productos_maxiconsumo\SALAMIN CHAMPION FINO 1 KG.jpg
SALAMIN CHAMPION GRUESO 1 kg;$17.399,90;d:/python/scrapling/imagenes_productos_maxiconsumo\SALAMIN CHAMPION GRUESO 1 kg.jpg
CANDELARIO 214 1 KG;$19.499,89;d:/python/scrapling/imagenes_productos_maxiconsumo\CANDELARIO 214 1 KG.jpg
